Parameter,Region,Crop,Input,Level
Beta,fk02,DRYBN,SUPPL,0
Beta,fk02,FRTOM,LAND,0
Beta,fk02,FRTOM,WATER,0
Beta,fk02,FRTOM,LABOR,0
Beta,fk02,FRTOM,SUPPL,0
Beta,fk02,GRAIN,LAND,0
Beta,fk02,GRAIN,WATER,0
Beta,fk02,GRAIN,LABOR,0
Beta,fk02,GRAIN,SUPPL,0
Beta,fk02,ONGAR,LAND,0
Beta,fk02,ONGAR,WATER,0
Beta,fk02,ONGAR,LABOR,0
Beta,fk02,ONGAR,SUPPL,0
Beta,fk02,OTHDEC,LAND,0.03
Beta,fk02,OTHDEC,WATER,0.97
Beta,fk02,OTHDEC,LABOR,0
Beta,fk02,OTHDEC,SUPPL,0
Beta,fk02,OTHFLD,LAND,0
Beta,fk02,OTHFLD,WATER,0
Beta,fk02,OTHFLD,LABOR,0
Beta,fk02,OTHFLD,SUPPL,0
Beta,fk02,OTHTRK,LAND,0
Beta,fk02,OTHTRK,WATER,0
Beta,fk02,OTHTRK,LABOR,0
Beta,fk02,OTHTRK,SUPPL,0
Beta,fk02,PASTR,LAND,0
Beta,fk02,PASTR,WATER,0
Beta,fk02,PASTR,LABOR,0
Beta,fk02,PASTR,SUPPL,0
Beta,fk02,POTATO,LAND,0
Beta,fk02,POTATO,WATER,0
Beta,fk02,POTATO,LABOR,0
Beta,fk02,POTATO,SUPPL,0
Beta,fk02,PRTOM,LAND,0
Beta,fk02,PRTOM,WATER,0
Beta,fk02,PRTOM,LABOR,0
Beta,fk02,PRTOM,SUPPL,0
Beta,fk02,RICE,LAND,0
Beta,fk02,RICE,WATER,0
Beta,fk02,RICE,LABOR,0
Beta,fk02,RICE,SUPPL,0
Beta,fk02,SAFLR,LAND,0
Beta,fk02,SAFLR,WATER,0
Beta,fk02,SAFLR,LABOR,0
Beta,fk02,SAFLR,SUPPL,0
Beta,fk02,SBEET,LAND,0
Beta,fk02,SBEET,WATER,0
Beta,fk02,SBEET,LABOR,0
Beta,fk02,SBEET,SUPPL,0
Beta,fk02,SUBTRP,LAND,0.05
Beta,fk02,SUBTRP,WATER,0.95
Beta,fk02,SUBTRP,LABOR,0
Beta,fk02,SUBTRP,SUPPL,0
Beta,fk02,VINE,LAND,0.04
Beta,fk02,VINE,WATER,0.94
Beta,fk02,VINE,LABOR,0.02
Beta,fk02,VINE,SUPPL,0
Beta,fk04,ALFAL,LAND,0
Beta,fk04,ALFAL,WATER,1
Beta,fk04,ALFAL,LABOR,0
Beta,fk04,ALFAL,SUPPL,0
Beta,fk04,ALPIS,LAND,0.04
Beta,fk04,ALPIS,WATER,0.96
Beta,fk04,ALPIS,LABOR,0
Beta,fk04,ALPIS,SUPPL,0
Beta,fk04,CORN,LAND,0.16
Beta,fk04,CORN,WATER,0.84
Beta,fk04,CORN,LABOR,0
Beta,fk04,CORN,SUPPL,0
Beta,fk04,COTTN,LAND,0
Beta,fk04,COTTN,WATER,0
Beta,fk04,COTTN,LABOR,0
Beta,fk04,COTTN,SUPPL,0
Beta,fk04,CUCUR,LAND,0
Beta,fk04,CUCUR,WATER,0
Beta,fk04,CUCUR,LABOR,0
Beta,fk04,CUCUR,SUPPL,0
Beta,fk04,DRYBN,LAND,0.28
Beta,fk04,DRYBN,WATER,0.72
Beta,fk04,DRYBN,LABOR,0
Beta,fk04,DRYBN,SUPPL,0
Beta,fk04,FRTOM,LAND,0
Beta,fk04,FRTOM,WATER,0
Beta,fk04,FRTOM,LABOR,0
Beta,fk04,FRTOM,SUPPL,0
Beta,fk04,GRAIN,LAND,0.13
Beta,fk04,GRAIN,WATER,0.02
Beta,fk04,GRAIN,LABOR,0
Beta,fk04,GRAIN,SUPPL,0.85
Beta,fk04,ONGAR,LAND,0
Beta,fk04,ONGAR,WATER,0
Beta,fk04,ONGAR,LABOR,0
Beta,fk04,ONGAR,SUPPL,0
Beta,fk04,OTHDEC,LAND,0.07
Beta,fk04,OTHDEC,WATER,0.93
Beta,fk04,OTHDEC,LABOR,0
Beta,fk04,OTHDEC,SUPPL,0
Beta,fk04,OTHFLD,LAND,0
Beta,fk04,OTHFLD,WATER,0
Beta,fk04,OTHFLD,LABOR,0
Beta,fk04,OTHFLD,SUPPL,0
Beta,fk04,OTHTRK,LAND,0
Beta,fk04,OTHTRK,WATER,0
Beta,fk04,OTHTRK,LABOR,0
Beta,fk04,OTHTRK,SUPPL,1
Beta,fk04,PASTR,LAND,0
Beta,fk04,PASTR,WATER,1
Beta,fk04,PASTR,LABOR,0
Beta,fk04,PASTR,SUPPL,0
Beta,fk04,POTATO,LAND,0
Beta,fk04,POTATO,WATER,0
Beta,fk04,POTATO,LABOR,0
Beta,fk04,POTATO,SUPPL,0
Beta,fk04,PRTOM,LAND,0
Beta,fk04,PRTOM,WATER,0
Beta,fk04,PRTOM,LABOR,0
Beta,fk04,PRTOM,SUPPL,0
Beta,fk04,RICE,LAND,0
Beta,fk04,RICE,WATER,0
Beta,fk04,RICE,LABOR,0
Beta,fk04,RICE,SUPPL,0
Beta,fk04,SAFLR,LAND,0
Beta,fk04,SAFLR,WATER,0
Beta,fk04,SAFLR,LABOR,0
Beta,fk04,SAFLR,SUPPL,0
Beta,fk04,SBEET,LAND,0
Beta,fk04,SBEET,WATER,0
Beta,fk04,SBEET,LABOR,0
Beta,fk04,SBEET,SUPPL,0
Beta,fk04,SUBTRP,LAND,0.12
Beta,fk04,SUBTRP,WATER,0.88
Beta,fk04,SUBTRP,LABOR,0
Beta,fk04,SUBTRP,SUPPL,0
Beta,fk04,VINE,LAND,0.09
Beta,fk04,VINE,WATER,0.91
Beta,fk04,VINE,LABOR,0
Beta,fk04,VINE,SUPPL,0
Beta,fk07,ALFAL,LAND,0
Beta,fk07,ALFAL,WATER,1
Beta,fk07,ALFAL,LABOR,0
Beta,fk07,ALFAL,SUPPL,0
Beta,fk07,ALPIS,LAND,0.02
Beta,fk07,ALPIS,WATER,0.98
Beta,fk07,ALPIS,LABOR,0
Beta,fk07,ALPIS,SUPPL,0
Beta,fk07,CORN,LAND,0.09
Beta,fk07,CORN,WATER,0.91
Beta,fk07,CORN,LABOR,0
Beta,fk07,CORN,SUPPL,0
Beta,fk07,COTTN,LAND,0
Beta,fk07,COTTN,WATER,0
Beta,fk07,COTTN,LABOR,0
Beta,fk07,COTTN,SUPPL,0
Beta,fk07,CUCUR,LAND,0
Beta,fk07,CUCUR,WATER,0
Beta,fk07,CUCUR,LABOR,0
Beta,fk07,CUCUR,SUPPL,0
Beta,fk07,DRYBN,LAND,0.16
Beta,fk07,DRYBN,WATER,0.84
Beta,fk07,DRYBN,LABOR,0
Beta,fk07,DRYBN,SUPPL,0
Beta,fk07,FRTOM,LAND,0
Beta,fk07,FRTOM,WATER,0
Beta,fk07,FRTOM,LABOR,0
Beta,fk07,FRTOM,SUPPL,0
Beta,fk07,GRAIN,LAND,0.71
Beta,fk07,GRAIN,WATER,0.28
Beta,fk07,GRAIN,LABOR,0
Beta,fk07,GRAIN,SUPPL,0.01
Beta,fk07,ONGAR,LAND,0
Beta,fk07,ONGAR,WATER,0
Beta,fk07,ONGAR,LABOR,0
Beta,fk07,ONGAR,SUPPL,0
Beta,fk07,OTHDEC,LAND,0.04
Beta,fk07,OTHDEC,WATER,0.96
Beta,fk07,OTHDEC,LABOR,0
Beta,fk07,OTHDEC,SUPPL,0
Beta,fk07,OTHFLD,LAND,0
Beta,fk07,OTHFLD,WATER,0
Beta,fk07,OTHFLD,LABOR,0
Beta,fk07,OTHFLD,SUPPL,0
Beta,fk07,OTHTRK,LAND,0
Beta,fk07,OTHTRK,WATER,0
Beta,fk07,OTHTRK,LABOR,0
Beta,fk07,OTHTRK,SUPPL,1
Beta,fk07,PASTR,LAND,0
Beta,fk07,PASTR,WATER,1
Beta,fk07,PASTR,LABOR,0
Beta,fk07,PASTR,SUPPL,0
Beta,fk07,POTATO,LAND,0
Beta,fk07,POTATO,WATER,0
Beta,fk07,POTATO,LABOR,0
Beta,fk07,POTATO,SUPPL,0
Beta,fk07,PRTOM,LAND,0
Beta,fk07,PRTOM,WATER,0
Beta,fk07,PRTOM,LABOR,0
Beta,fk07,PRTOM,SUPPL,0
Beta,fk07,RICE,LAND,0
Beta,fk07,RICE,WATER,0
Beta,fk07,RICE,LABOR,0
Beta,fk07,RICE,SUPPL,0
Beta,fk07,SAFLR,LAND,0
Beta,fk07,SAFLR,WATER,0
Beta,fk07,SAFLR,LABOR,0
Beta,fk07,SAFLR,SUPPL,0
Beta,fk07,SBEET,LAND,0
Beta,fk07,SBEET,WATER,0
Beta,fk07,SBEET,LABOR,0
Beta,fk07,SBEET,SUPPL,0
Beta,fk07,SUBTRP,LAND,0.06
Beta,fk07,SUBTRP,WATER,0.86
Beta,fk07,SUBTRP,LABOR,0
Beta,fk07,SUBTRP,SUPPL,0.08
Beta,fk07,VINE,LAND,0.05
Beta,fk07,VINE,WATER,0.95
Beta,fk07,VINE,LABOR,0
Beta,fk07,VINE,SUPPL,0
Beta,fk11,ALFAL,LAND,0
Beta,fk11,ALFAL,WATER,0
Beta,fk11,ALFAL,LABOR,0
Beta,fk11,ALFAL,SUPPL,0
Beta,fk11,ALPIS,LAND,0
Beta,fk11,ALPIS,WATER,0
Beta,fk11,ALPIS,LABOR,0
Beta,fk11,ALPIS,SUPPL,0
Beta,fk11,CORN,LAND,0
Beta,fk11,CORN,WATER,0
Beta,fk11,CORN,LABOR,0
Beta,fk11,CORN,SUPPL,0
Beta,fk11,COTTN,LAND,0
Beta,fk11,COTTN,WATER,0
Beta,fk11,COTTN,LABOR,0
Beta,fk11,COTTN,SUPPL,0
Beta,fk11,CUCUR,LAND,0
Beta,fk11,CUCUR,WATER,0
Beta,fk11,CUCUR,LABOR,0
Beta,fk11,CUCUR,SUPPL,0
Beta,fk11,DRYBN,LAND,0
Beta,fk11,DRYBN,WATER,0
Beta,fk11,DRYBN,LABOR,0
Beta,fk11,DRYBN,SUPPL,0
Beta,fk11,FRTOM,LAND,0
Beta,fk11,FRTOM,WATER,0
Beta,fk11,FRTOM,LABOR,0
Beta,fk11,FRTOM,SUPPL,0
Beta,fk11,GRAIN,LAND,0
Beta,fk11,GRAIN,WATER,0
Beta,fk11,GRAIN,LABOR,0
Beta,fk11,GRAIN,SUPPL,0
Beta,fk11,ONGAR,LAND,0
Beta,fk11,ONGAR,WATER,0
Beta,fk11,ONGAR,LABOR,0
Beta,fk11,ONGAR,SUPPL,0
Beta,fk11,OTHDEC,LAND,0
Beta,fk11,OTHDEC,WATER,0
Beta,fk11,OTHDEC,LABOR,0
Beta,fk11,OTHDEC,SUPPL,0
Beta,fk11,OTHFLD,LAND,0
Beta,fk11,OTHFLD,WATER,0
Beta,fk11,OTHFLD,LABOR,0
Beta,fk11,OTHFLD,SUPPL,0
Beta,fk11,OTHTRK,LAND,0
Beta,fk11,OTHTRK,WATER,0
Beta,fk11,OTHTRK,LABOR,0
Beta,fk11,OTHTRK,SUPPL,0
Beta,fk11,PASTR,LAND,0
Beta,fk11,PASTR,WATER,0
Beta,fk11,PASTR,LABOR,0
Beta,fk11,PASTR,SUPPL,0
Beta,fk11,POTATO,LAND,0
Beta,fk11,POTATO,WATER,0
Beta,fk11,POTATO,LABOR,0
Beta,fk11,POTATO,SUPPL,0
Beta,fk11,PRTOM,LAND,0
Beta,fk11,PRTOM,WATER,0
Beta,fk11,PRTOM,LABOR,0
Beta,fk11,PRTOM,SUPPL,0
Beta,fk11,RICE,LAND,0
Beta,fk11,RICE,WATER,0
Beta,fk11,RICE,LABOR,0
Beta,fk11,RICE,SUPPL,0
Beta,fk11,SAFLR,LAND,0
Beta,fk11,SAFLR,WATER,0
Beta,fk11,SAFLR,LABOR,0
Beta,fk11,SAFLR,SUPPL,0
Beta,fk11,SBEET,LAND,0
Beta,fk11,SBEET,WATER,0
Beta,fk11,SBEET,LABOR,0
Beta,fk11,SBEET,SUPPL,0
Beta,fk11,SUBTRP,LAND,0.02
Beta,fk11,SUBTRP,WATER,0.61
Beta,fk11,SUBTRP,LABOR,0
Beta,fk11,SUBTRP,SUPPL,0.37
Beta,fk11,VINE,LAND,0
Beta,fk11,VINE,WATER,0
Beta,fk11,VINE,LABOR,0
Beta,fk11,VINE,SUPPL,0
Beta,fk14,ALFAL,LAND,0
Beta,fk14,ALFAL,WATER,0
Beta,fk14,ALFAL,LABOR,0
Beta,fk14,ALFAL,SUPPL,0
Beta,fk14,ALPIS,LAND,0
Beta,fk14,ALPIS,WATER,0
Beta,fk14,ALPIS,LABOR,0
Beta,fk14,ALPIS,SUPPL,0
Beta,fk14,CORN,LAND,0
Beta,fk14,CORN,WATER,0
Beta,fk14,CORN,LABOR,0
Beta,fk14,CORN,SUPPL,0
Beta,fk14,COTTN,LAND,0
Beta,fk14,COTTN,WATER,0
Beta,fk14,COTTN,LABOR,0
Beta,fk14,COTTN,SUPPL,0
Beta,fk14,CUCUR,LAND,0
Beta,fk14,CUCUR,WATER,0
Beta,fk14,CUCUR,LABOR,0
Beta,fk14,CUCUR,SUPPL,0
Beta,fk14,DRYBN,LAND,0
Beta,fk14,DRYBN,WATER,0
Beta,fk14,DRYBN,LABOR,0
Beta,fk14,DRYBN,SUPPL,0
Beta,fk14,FRTOM,LAND,0
Beta,fk14,FRTOM,WATER,0
Beta,fk14,FRTOM,LABOR,0
Beta,fk14,FRTOM,SUPPL,0
Beta,fk14,GRAIN,LAND,0
Beta,fk14,GRAIN,WATER,0
Beta,fk14,GRAIN,LABOR,0
Beta,fk14,GRAIN,SUPPL,0
Beta,fk14,ONGAR,LAND,0
Beta,fk14,ONGAR,WATER,0
Beta,fk14,ONGAR,LABOR,0
Beta,fk14,ONGAR,SUPPL,0
Beta,fk14,OTHDEC,LAND,0
Beta,fk14,OTHDEC,WATER,0
Beta,fk14,OTHDEC,LABOR,0
Beta,fk14,OTHDEC,SUPPL,0
Beta,fk14,OTHFLD,LAND,0
Beta,fk14,OTHFLD,WATER,0
Beta,fk14,OTHFLD,LABOR,0
Beta,fk14,OTHFLD,SUPPL,0
Beta,fk14,OTHTRK,LAND,0
Beta,fk14,OTHTRK,WATER,0
Beta,fk14,OTHTRK,LABOR,0
Beta,fk14,OTHTRK,SUPPL,0
Beta,fk14,PASTR,LAND,0
Beta,fk14,PASTR,WATER,0
Beta,fk14,PASTR,LABOR,0
Beta,fk14,PASTR,SUPPL,0
Beta,fk14,POTATO,LAND,0
Beta,fk14,POTATO,WATER,0
Beta,fk14,POTATO,LABOR,0
Beta,fk14,POTATO,SUPPL,0
Beta,fk14,PRTOM,LAND,0
Beta,fk14,PRTOM,WATER,0
Beta,fk14,PRTOM,LABOR,0
Beta,fk14,PRTOM,SUPPL,0
Beta,fk14,RICE,LAND,0
Beta,fk14,RICE,WATER,0
Beta,fk14,RICE,LABOR,0
Beta,fk14,RICE,SUPPL,0
Beta,fk14,SAFLR,LAND,0
Beta,fk14,SAFLR,WATER,0
Beta,fk14,SAFLR,LABOR,0
Beta,fk14,SAFLR,SUPPL,0
Beta,fk14,SBEET,LAND,0
Beta,fk14,SBEET,WATER,0
Beta,fk14,SBEET,LABOR,0
Beta,fk14,SBEET,SUPPL,0
Beta,fk14,SUBTRP,LAND,0
Beta,fk14,SUBTRP,WATER,0
Beta,fk14,SUBTRP,LABOR,0
Beta,fk14,SUBTRP,SUPPL,0
Beta,fk14,VINE,LAND,0
Beta,fk14,VINE,WATER,0
Beta,fk14,VINE,LABOR,0
Beta,fk14,VINE,SUPPL,0
Beta,fk12,ALFAL,LAND,0
Beta,fk12,ALFAL,WATER,0
Beta,fk12,ALFAL,LABOR,0
Beta,fk12,ALFAL,SUPPL,0
Beta,fk12,ALPIS,LAND,0
Beta,fk12,ALPIS,WATER,1
Beta,fk12,ALPIS,LABOR,0
Beta,fk12,ALPIS,SUPPL,0
Beta,fk12,CORN,LAND,0
Beta,fk12,CORN,WATER,0
Beta,fk12,CORN,LABOR,0
Beta,fk12,CORN,SUPPL,0
Beta,fk12,COTTN,LAND,0
Beta,fk12,COTTN,WATER,0
Beta,fk12,COTTN,LABOR,0
Beta,fk12,COTTN,SUPPL,0
Beta,fk12,CUCUR,LAND,0
Beta,fk12,CUCUR,WATER,0
Beta,fk12,CUCUR,LABOR,0
Beta,fk12,CUCUR,SUPPL,0
Beta,fk12,DRYBN,LAND,0
Beta,fk12,DRYBN,WATER,0
Beta,fk12,DRYBN,LABOR,0
Beta,fk12,DRYBN,SUPPL,0
Beta,fk12,FRTOM,LAND,0
Beta,fk12,FRTOM,WATER,0
Beta,fk12,FRTOM,LABOR,0
Beta,fk12,FRTOM,SUPPL,0
Beta,fk12,GRAIN,LAND,0.03
Beta,fk12,GRAIN,WATER,0.45
Beta,fk12,GRAIN,LABOR,0
Beta,fk12,GRAIN,SUPPL,0.52
Beta,fk12,ONGAR,LAND,0
Beta,fk12,ONGAR,WATER,0
Beta,fk12,ONGAR,LABOR,0
Beta,fk12,ONGAR,SUPPL,0
Beta,fk12,OTHDEC,LAND,0
Beta,fk12,OTHDEC,WATER,1
Beta,fk12,OTHDEC,LABOR,0
Beta,fk12,OTHDEC,SUPPL,0
Beta,fk12,OTHFLD,LAND,0
Beta,fk12,OTHFLD,WATER,0
Beta,fk12,OTHFLD,LABOR,0
Beta,fk12,OTHFLD,SUPPL,0
Beta,fk12,OTHTRK,LAND,0
Beta,fk12,OTHTRK,WATER,0
Beta,fk12,OTHTRK,LABOR,0
Beta,fk12,OTHTRK,SUPPL,0
Beta,fk12,PASTR,LAND,0
Beta,fk12,PASTR,WATER,0
Beta,fk12,PASTR,LABOR,0
Beta,fk12,PASTR,SUPPL,0
Beta,fk12,POTATO,LAND,0
Beta,fk12,POTATO,WATER,0
Beta,fk12,POTATO,LABOR,0
Beta,fk12,POTATO,SUPPL,0
Beta,fk12,PRTOM,LAND,0
Beta,fk12,PRTOM,WATER,0
Beta,fk12,PRTOM,LABOR,0
Beta,fk12,PRTOM,SUPPL,0
Beta,fk12,RICE,LAND,0
Beta,fk12,RICE,WATER,0
Beta,fk12,RICE,LABOR,0
Beta,fk12,RICE,SUPPL,0
Beta,fk12,SAFLR,LAND,0
Beta,fk12,SAFLR,WATER,0
Beta,fk12,SAFLR,LABOR,0
Beta,fk12,SAFLR,SUPPL,0
Beta,fk12,SBEET,LAND,0
Beta,fk12,SBEET,WATER,0
Beta,fk12,SBEET,LABOR,0
Beta,fk12,SBEET,SUPPL,0
Beta,fk12,SUBTRP,LAND,0
Beta,fk12,SUBTRP,WATER,0.99
Beta,fk12,SUBTRP,LABOR,0
Beta,fk12,SUBTRP,SUPPL,0
Beta,fk12,VINE,LAND,0
Beta,fk12,VINE,WATER,0
Beta,fk12,VINE,LABOR,0
Beta,fk12,VINE,SUPPL,0
Beta,fk10,ALFAL,LAND,0
Beta,fk10,ALFAL,WATER,1
Beta,fk10,ALFAL,LABOR,0
Beta,fk10,ALFAL,SUPPL,0
Beta,fk10,ALPIS,LAND,0.01
Beta,fk10,ALPIS,WATER,0.99
Beta,fk10,ALPIS,LABOR,0
Beta,fk10,ALPIS,SUPPL,0
Beta,fk10,CORN,LAND,0.04
Beta,fk10,CORN,WATER,0.96
Beta,fk10,CORN,LABOR,0
Beta,fk10,CORN,SUPPL,0
Beta,fk10,COTTN,LAND,0
Beta,fk10,COTTN,WATER,1
Beta,fk10,COTTN,LABOR,0
Beta,fk10,COTTN,SUPPL,0
Beta,fk10,CUCUR,LAND,0
Beta,fk10,CUCUR,WATER,0
Beta,fk10,CUCUR,LABOR,0.99
Beta,fk10,CUCUR,SUPPL,0.01
Beta,fk10,DRYBN,LAND,0
Beta,fk10,DRYBN,WATER,0
Beta,fk10,DRYBN,LABOR,0
Beta,fk10,DRYBN,SUPPL,0
Beta,fk10,FRTOM,LAND,0
Beta,fk10,FRTOM,WATER,0
Beta,fk10,FRTOM,LABOR,0
Beta,fk10,FRTOM,SUPPL,0
Beta,fk10,GRAIN,LAND,0.49
Beta,fk10,GRAIN,WATER,0.51
Beta,fk10,GRAIN,LABOR,0
Beta,fk10,GRAIN,SUPPL,0
Beta,fk10,ONGAR,LAND,0.01
Beta,fk10,ONGAR,WATER,0.14
Beta,fk10,ONGAR,LABOR,0
Beta,fk10,ONGAR,SUPPL,0.86
Beta,fk10,OTHDEC,LAND,0.02
Beta,fk10,OTHDEC,WATER,0.98
Beta,fk10,OTHDEC,LABOR,0
Beta,fk10,OTHDEC,SUPPL,0
Beta,fk10,OTHFLD,LAND,0.01
Beta,fk10,OTHFLD,WATER,0.99
Beta,fk10,OTHFLD,LABOR,0
Beta,fk10,OTHFLD,SUPPL,0
Beta,fk10,OTHTRK,LAND,0
Beta,fk10,OTHTRK,WATER,0
Beta,fk10,OTHTRK,LABOR,0
Beta,fk10,OTHTRK,SUPPL,0.99
Beta,fk10,PASTR,LAND,0
Beta,fk10,PASTR,WATER,0
Beta,fk10,PASTR,LABOR,0
Beta,fk10,PASTR,SUPPL,0
Beta,fk10,POTATO,LAND,0
Beta,fk10,POTATO,WATER,0
Beta,fk10,POTATO,LABOR,0
Beta,fk10,POTATO,SUPPL,0
Beta,fk10,PRTOM,LAND,0
Beta,fk10,PRTOM,WATER,0
Beta,fk10,PRTOM,LABOR,0
Beta,fk10,PRTOM,SUPPL,0
Beta,fk10,RICE,LAND,0
Beta,fk10,RICE,WATER,0
Beta,fk10,RICE,LABOR,0
Beta,fk10,RICE,SUPPL,0
Beta,fk10,SAFLR,LAND,0
Beta,fk10,SAFLR,WATER,0
Beta,fk10,SAFLR,LABOR,0
Beta,fk10,SAFLR,SUPPL,0
Beta,fk10,SBEET,LAND,0
Beta,fk10,SBEET,WATER,0
Beta,fk10,SBEET,LABOR,0
Beta,fk10,SBEET,SUPPL,0
Beta,fk10,SUBTRP,LAND,0.02
Beta,fk10,SUBTRP,WATER,0.98
Beta,fk10,SUBTRP,LABOR,0
Beta,fk10,SUBTRP,SUPPL,0
Beta,fk10,VINE,LAND,0.04
Beta,fk10,VINE,WATER,0.96
Beta,fk10,VINE,LABOR,0
Beta,fk10,VINE,SUPPL,0
Beta,fk09,ALFAL,LAND,0
Beta,fk09,ALFAL,WATER,1
Beta,fk09,ALFAL,LABOR,0
Beta,fk09,ALFAL,SUPPL,0
Beta,fk09,ALPIS,LAND,0
Beta,fk09,ALPIS,WATER,1
Beta,fk09,ALPIS,LABOR,0
Beta,fk09,ALPIS,SUPPL,0
Beta,fk09,CORN,LAND,0.01
Beta,fk09,CORN,WATER,0.99
Beta,fk09,CORN,LABOR,0
Beta,fk09,CORN,SUPPL,0
Beta,fk09,COTTN,LAND,0
Beta,fk09,COTTN,WATER,1
Beta,fk09,COTTN,LABOR,0
Beta,fk09,COTTN,SUPPL,0
Beta,fk09,CUCUR,LAND,0
Beta,fk09,CUCUR,WATER,0
Beta,fk09,CUCUR,LABOR,0
Beta,fk09,CUCUR,SUPPL,0
Beta,fk09,DRYBN,LAND,0.02
Beta,fk09,DRYBN,WATER,0.98
Beta,fk09,DRYBN,LABOR,0
Beta,fk09,DRYBN,SUPPL,0
Beta,fk09,FRTOM,LAND,0
Beta,fk09,FRTOM,WATER,0
Beta,fk09,FRTOM,LABOR,0
Beta,fk09,FRTOM,SUPPL,0
Beta,fk09,GRAIN,LAND,0.23
Beta,fk09,GRAIN,WATER,0.77
Beta,fk09,GRAIN,LABOR,0
Beta,fk09,GRAIN,SUPPL,0
Beta,fk09,ONGAR,LAND,0
Beta,fk09,ONGAR,WATER,0.01
Beta,fk09,ONGAR,LABOR,0
Beta,fk09,ONGAR,SUPPL,0.99
Beta,fk09,OTHDEC,LAND,0.01
Beta,fk09,OTHDEC,WATER,0.99
Beta,fk09,OTHDEC,LABOR,0
Beta,fk09,OTHDEC,SUPPL,0
Beta,fk09,OTHFLD,LAND,0
Beta,fk09,OTHFLD,WATER,0
Beta,fk09,OTHFLD,LABOR,0
Beta,fk09,OTHFLD,SUPPL,0
Beta,fk09,OTHTRK,LAND,0.41
Beta,fk09,OTHTRK,WATER,0.58
Beta,fk09,OTHTRK,LABOR,0
Beta,fk09,OTHTRK,SUPPL,0.01
Beta,fk09,PASTR,LAND,0
Beta,fk09,PASTR,WATER,0
Beta,fk09,PASTR,LABOR,0
Beta,fk09,PASTR,SUPPL,0
Beta,fk09,POTATO,LAND,0.28
Beta,fk09,POTATO,WATER,0.62
Beta,fk09,POTATO,LABOR,0
Beta,fk09,POTATO,SUPPL,0.1
Beta,fk09,PRTOM,LAND,0.04
Beta,fk09,PRTOM,WATER,0.62
Beta,fk09,PRTOM,LABOR,0
Beta,fk09,PRTOM,SUPPL,0.34
Beta,fk09,RICE,LAND,0
Beta,fk09,RICE,WATER,0
Beta,fk09,RICE,LABOR,0
Beta,fk09,RICE,SUPPL,0
Beta,fk09,SAFLR,LAND,0
Beta,fk09,SAFLR,WATER,0
Beta,fk09,SAFLR,LABOR,0
Beta,fk09,SAFLR,SUPPL,0
Beta,fk09,SBEET,LAND,0
Beta,fk09,SBEET,WATER,0
Beta,fk09,SBEET,LABOR,0
Beta,fk09,SBEET,SUPPL,0
Beta,fk09,SUBTRP,LAND,0
Beta,fk09,SUBTRP,WATER,0
Beta,fk09,SUBTRP,LABOR,0
Beta,fk09,SUBTRP,SUPPL,0
Beta,fk09,VINE,LAND,0.01
Beta,fk09,VINE,WATER,0.99
Beta,fk09,VINE,LABOR,0
Beta,fk09,VINE,SUPPL,0
Beta,ot2,ALFAL,LAND,0
Beta,ot2,ALFAL,WATER,1
Beta,ot2,ALFAL,LABOR,0
Beta,ot2,ALFAL,SUPPL,0
Beta,ot2,ALPIS,LAND,0.01
Beta,ot2,ALPIS,WATER,0.99
Beta,ot2,ALPIS,LABOR,0
Beta,ot2,ALPIS,SUPPL,0
Beta,ot2,CORN,LAND,0.04
Beta,ot2,CORN,WATER,0.96
Beta,ot2,CORN,LABOR,0
Beta,ot2,CORN,SUPPL,0
Beta,ot2,COTTN,LAND,0
Beta,ot2,COTTN,WATER,1
Beta,ot2,COTTN,LABOR,0
Beta,ot2,COTTN,SUPPL,0
Beta,ot2,CUCUR,LAND,0
Beta,ot2,CUCUR,WATER,0
Beta,ot2,CUCUR,LABOR,0.99
Beta,ot2,CUCUR,SUPPL,0.01
Beta,ot2,DRYBN,LAND,0.07
Beta,ot2,DRYBN,WATER,0.93
Beta,ot2,DRYBN,LABOR,0
Beta,ot2,DRYBN,SUPPL,0
Beta,ot2,FRTOM,LAND,0
Beta,ot2,FRTOM,WATER,0
Beta,ot2,FRTOM,LABOR,0
Beta,ot2,FRTOM,SUPPL,0
Beta,ot2,GRAIN,LAND,0.45
Beta,ot2,GRAIN,WATER,0.55
Beta,ot2,GRAIN,LABOR,0
Beta,ot2,GRAIN,SUPPL,0
Beta,ot2,ONGAR,LAND,0.05
Beta,ot2,ONGAR,WATER,0.95
Beta,ot2,ONGAR,LABOR,0
Beta,ot2,ONGAR,SUPPL,0
Beta,ot2,OTHDEC,LAND,0.02
Beta,ot2,OTHDEC,WATER,0.98
Beta,ot2,OTHDEC,LABOR,0
Beta,ot2,OTHDEC,SUPPL,0
Beta,ot2,OTHFLD,LAND,0
Beta,ot2,OTHFLD,WATER,0.99
Beta,ot2,OTHFLD,LABOR,0
Beta,ot2,OTHFLD,SUPPL,0
Beta,ot2,OTHTRK,LAND,0.6
Beta,ot2,OTHTRK,WATER,0.4
Beta,ot2,OTHTRK,LABOR,0
Beta,ot2,OTHTRK,SUPPL,0
Beta,ot2,PASTR,LAND,0
Beta,ot2,PASTR,WATER,0
Beta,ot2,PASTR,LABOR,0
Beta,ot2,PASTR,SUPPL,0
Beta,ot2,POTATO,LAND,0.49
Beta,ot2,POTATO,WATER,0.51
Beta,ot2,POTATO,LABOR,0
